Restaurant	Location	Cuisines	AverageCost	MinimumOrder	Rating	Votes	Reviews	DeliveryTime
ID1348	"DBlock, Sector 63, Noida"	"Bakery, Desserts"	200	50	4.4	214	169	65
ID7042	Delhi Cantt.	"Chinese, Fast Food"	100	50				30
ID8062	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Asian, Chinese, Continental, Italian"	350	50	4.3	249	139	30
ID6815	"FTI College, Law College Road, Pune"	Maharashtrian	100	50	NEW			30
ID5125	"Nathan Road, Mangaldas Road, Pune"	"Fast Food, Pizza, Desserts"	200	50	3.4	20	5	30
ID8170	"Laxman Vihar Industrial Area, Sector 3A, Gurgoan"	North Indian	200	50	3.4			30
ID4945	"Tejas Nagar Colony, Wadala West, Mumbai"	"Street Food, Fast Food"	100	50	NEW			30
ID6760	Delhi Cantt.	"North Indian, South Indian, Chinese, Street Food"	200	50	3.5	121	41	30
ID1510	"Sector 63A,Gurgaon"	North Indian	200	50	3.1	4	1	30
ID5773	"Nathan Road, Mangaldas Road, Pune"	Maharashtrian	150	50	NEW			45
ID8254	"Sector 1, Noida"	"Ice Cream, Beverages"	100	50				30
ID1190	Mumbai Central	"North Indian, Chinese, Mughlai, Maharashtrian"	250	50	3.2	74	36	30
ID1140	"Rmz Centennial, I Gate, Whitefield"	"Burger, Fast Food, Beverages"	200	50	4.0	2037	1062	65
ID1023	"Sector 14, Noida"	Bengali	200	50	NEW			30
ID6765	"MG Road, Pune"	"Mithai, Gujarati"	150	50	3.4	19	10	30
ID7858	"Nathan Road, Mangaldas Road, Pune"	"Continental, North Indian, Thai"	550	50	4.6	391	220	30
ID5538	"Moulali, Kolkata"	"North Indian, Beverages"	100	50	2.7	7		30
ID575	"Chandni Chowk, Kolkata"	"Biryani, North Indian"	100	50	3.1	7	2	30
ID4301	Mumbai Central	Paan	50	50				30
ID36	"Sector 63A,Gurgaon"	"Bakery, Fast Food"	250	50	2.7	5	3	120
ID1402	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Chinese, Seafood, Biryani"	350	50	3.4	205	97	45
ID6001	Delhi UniversityGTB Nagar	"North Indian, Chinese, Mughlai, Fast Food, Beverages"	250	0	4.0	1270	741	65
ID1168	"Delhi Administration Flats, Timarpur"	"North Indian, Chinese, Italian, Fast Food"	550	50	4.1	897	565	45
ID5968	"Sector 3, Marathalli"	"Biryani, Chinese, North Indian"	250	50	3.0	13	2	65
ID3540	"FTI College, Law College Road, Pune"	"Fast Food, North Indian, Beverages"	200	50	4.0	421	165	45
ID8529	"Delhi High Court, India Gate"	"Cafe, Fast Food"	300	50	4.5	1349	972	65
ID7305	Mumbai Central	"North Indian, Chinese, Continental, Seafood"	400	99	3.9	239	98	65
ID2646	Pune University	"Cafe, Chinese"	150	50	3.2	73	34	65
ID3446	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Bengali, Seafood, Rolls"	250	50	3.7	318	187	45
ID5187	Delhi UniversityGTB Nagar	"North Indian, Chinese"	200	50	3.3	9	2	30
ID7633	"Sector 1, Noida"	Chinese	200	50	NEW			30
ID350	"Delhi Administration Flats, Timarpur"	"North Indian, Chinese"	150	50	2.9	41	15	30
ID7072	"Panjetan Colony, Malakpet, Hyderabad"	South Indian	150	50	3.3	9	3	30
ID2772	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Chinese, Continental, Italian, Healthy Food, Asian, North Indian, Pizza, Desserts"	200	50	3.7	697	314	45
ID8170	"FTI College, Law College Road, Pune"	"North Indian, Biryani, Kebab, BBQ"	200	50	3.5	21	9	30
ID3775	Majestic	"Juices, Fast Food"	100	50	4.0	113	60	30
ID8199	"Yerawada, Pune, Maharashtra"	"North Indian, Chinese"	150	50	3.7	59	21	30
ID815	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Bakery, Sandwich, Desserts"	200	50	3.9	39	25	30
ID1969	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Fast Food, Chinese"	100	50	3.6	17	4	30
ID5384	"Laxman Vihar Industrial Area, Sector 3A, Gurgoan"	"Burger, Sandwich, Finger Food, Beverages"	300	50	3.9	64	11	30
ID7131	Delhi UniversityGTB Nagar	North Indian	250	50	NEW			30
ID94	"Laxman Vihar Industrial Area, Sector 3A, Gurgoan"	Biryani	150	50	3.5	64	15	30
ID1701	"Delhi Administration Flats, Timarpur"	Chinese	250	50				30
ID1784	"DBlock, Sector 63, Noida"	"Rolls, North Indian, Chinese, Momos, Biryani"	200	50	3.7	50	30	30
ID349	"DBlock, Sector 63, Noida"	"North Indian, South Indian, Chinese"	150	99	3.0	318	64	65
ID7481	"Delhi High Court, India Gate"	Thai	400	99	4.2	368	136	65
ID4028	"Gora Bazar, Rajbari, North Dumdum, Kolkata"	"Bengali, Chinese"	100	50	3.0	13	5	30
ID4372	Mumbai Central	"Desserts, Beverages"	100	50	3.2	4	2	30
ID3065	Majestic	"Fast Food, Street Food, Juices"	100	50	3.6	646	214	45
ID2944	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Biryani, North Indian"	150	50	3.3	7	3	30
ID6705	"Sandhurst Road, Mumbai CST Area"	"North Indian, Chinese, South Indian, Fast Food, Street Food"	300	50	4.2	305	167	30
ID3053	"Mico Layout, Stage 2, BTM Layout,Bangalore"	Mithai	100	50	3.1	8	1	30
ID3929	"Delhi High Court, India Gate"	"Mithai, North Indian"	100	50	3.8	241	88	45
ID429	"Chandni Chowk, Kolkata"	Street Food	150	50	4.1	260	123	45
ID3565	"Sector 3, Marathalli"	"Biryani, Mughlai, Chinese, Arabian"	300	50	3.7	572	167	45
ID2301	"Sector 1, Noida"	"Pizza, Fast Food"	200	0	3.7	684	97	30
ID1249	"Yerawada, Pune, Maharashtra"	Fast Food	150	50	3.2	13	1	45
ID1013	Majestic	"Desserts, Ice Cream"	100	50	3.3	5		30
ID2268	"Delhi High Court, India Gate"	"North Indian, Chinese"	200	50	3.7	83	41	45
ID6774	"Dockyard Road, Mumbai CST Area"	"Chinese, North Indian, Fast Food, Biryani"	150	50	2.8	4	3	30
ID7836	"Laxman Vihar Industrial Area, Sector 3A, Gurgoan"	"South Indian, North Indian, Chinese, Fast Food"	150	50	3.2	14		65
ID8549	"Babarpur, New Delhi, Delhi"	Street Food	50	50	3.4	16	5	30
ID6236	"DBlock, Sector 63, Noida"	"Fast Food, Rolls"	150	99	3.5	49	27	65
ID7082	"Musi Nagar, Malakpet, Hyderabad"	South Indian	150	50	3.8	385	20	45
ID3363	"MG Road, Pune"	"North Indian, Maharashtrian"	200	50	3.8	189	47	30
ID4578	"MG Road, Pune"	"South Indian, Street Food"	100	50	3.7	184	67	30
ID2628	"DBlock, Sector 63, Noida"	"North Indian, Chinese"	200	50	3.7	40	35	30
ID4625	"Sector 1, Noida"	"North Eastern, Momos, Fast Food, Beverages, Tibetan"	100	50	2.9	4	3	30
ID2457	"Delhi Administration Flats, Timarpur"	"North Indian, Chinese, Continental, Italian"	600	50	4.2	910	572	45
ID1784	Delhi Cantt.	"Chinese, North Indian, Rolls, Biryani, Momos"	200	50	3.9	992	513	45
ID2133	"Jaya Nagar, Saidabad, Hyderabad"	South Indian	50	50	3.8	382	110	45
ID1292	"Sector 14, Noida"	"Maharashtrian, Healthy Food"	100	50	3.4	8	5	30
ID8544	"Laxman Vihar Industrial Area, Sector 3A, Gurgoan"	"South Indian, North Indian"	200	50	3.0	5		30
ID2833	"Chatta Bazaar, Malakpet, Hyderabad"	Mithai	100	50	4.1	551	24	30
ID6774	"Sandhurst Road, Mumbai CST Area"	"Chinese, North Indian, Fast Food, Biryani"	150	50	2.8	4	3	30
ID4762	Mumbai Central	Mithai	100	50	3.2	40	17	30
ID4034	"Laxman Vihar Industrial Area, Sector 3A, Gurgoan"	"Biryani, North Indian, Mughlai, Kebab"	300	99	4.1	354	171	65
ID2132	"Sandhurst Road, Mumbai CST Area"	Fast Food	100	50	3.3	10	4	30
ID5779	"FTI College, Law College Road, Pune"	Fast Food	150	50	4.3	140	55	30
ID7897	"Yerawada, Pune, Maharashtra"	"North Indian, Chinese"	150	50	3.9	656	183	45
ID1366	"Mico Layout, Stage 2, BTM Layout,Bangalore"	Desserts	150	50	3.9	81	26	45
ID4861	"Sector 63A,Gurgaon"	"North Indian, Mughlai"	350	50	3.8	179	84	45
ID8495	Mumbai Central	"Continental, North Indian, Italian, Beverages, Desserts"	200	50	3.6	68	25	65
ID4774	"Babarpur, New Delhi, Delhi"	"Fast Food, Pizza"	200	50	3.5	19	10	30
ID6836	"MG Road, Pune"	"South Indian, Italian, Chinese"	150	50	3.6	111	61	30
ID2615	Delhi Cantt.	"North Indian, Chinese"	200	50				30
ID1925	"FTI College, Law College Road, Pune"	Fast Food	150	50	3.5	19	6	30
ID6705	Mumbai Central	"North Indian, Chinese, South Indian, Fast Food, Street Food"	300	50	4.2	305	167	30
ID427	Delhi UniversityGTB Nagar	"North Indian, Chinese"	100	50	3.4	207	107	45
ID4585	Delhi UniversityGTB Nagar	"Mithai, Bakery, Fast Food"	100	50	4.0	389	252	30
ID8506	"Dockyard Road, Mumbai CST Area"	"Fast Food, Street Food"	100	50	3.3	24	10	45
ID4369	"FTI College, Law College Road, Pune"	"North Indian, Chinese"	400	99	3.7	263	120	65
ID1074	"Dockyard Road, Mumbai CST Area"	"Mithai, Fast Food"	150	50	3.5	6	2	30
ID714	"Nathan Road, Mangaldas Road, Pune"	"North Indian, Mughlai"	200	50	3.8	126	70	30
ID5802	"Delhi Administration Flats, Timarpur"	"North Indian, Chinese"	350	50	3.6	397	119	45
ID1899	"Sector 1, Noida"	"Street Food, Fast Food"	100	50	3.2	11	5	30
ID2536	"Delhi Administration Flats, Timarpur"	"North Indian, Fast Food, Chinese, Continental"	500	50	3.8	90	60	45
ID2102	"Delhi High Court, India Gate"	Mughlai	300	99	4.1	394	305	65
ID2450	"Sector 1, Noida"	"Chinese, North Indian, Momos"	100	50	3.5	64	26	30
ID2376	"Musi Nagar, Malakpet, Hyderabad"	South Indian	50	50	3.5	12	2	30
ID2709	"Rmz Centennial, I Gate, Whitefield"	"North Indian, South Indian"	200	50	3.1	12	5	45
ID1854	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"North Indian, Chinese"	200	50	3.5	13		30
ID1796	"Sector 14, Noida"	"Cafe, Beverages, Bakery"	200	50	4.1	343	256	45
ID7712	"Laxman Vihar Industrial Area, Sector 3A, Gurgoan"	"Healthy Food, Beverages"	150	50	3.1	6	3	30
ID4151	Majestic	"Desserts, Beverages"	150	50	4.0	119	60	30
ID2166	"Sector 14, Noida"	Biryani	150	50	NEW			30
ID5879	"Sector 1, Noida"	"North Indian, Mughlai, Kebab"	900	450	4.2	1262	758	65
ID6313	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Fast Food, Chinese"	100	50	3.6	82	23	45
ID4076	Delhi Cantt.	North Indian	100	50				30
ID2906	"Sector 63A,Gurgaon"	"Desserts, Beverages, Ice Cream"	150	50				30
ID6726	"Tejas Nagar Colony, Wadala West, Mumbai"	"North Indian, South Indian, Chinese"	200	50	3.8	521	258	30
ID7564	"Laxman Vihar Industrial Area, Sector 3A, Gurgoan"	"Biryani, North Indian"	150	50	NEW			30
ID1276	Pune University	Cafe	150	50	4.0	337	199	30
ID691	"Mico Layout, Stage 2, BTM Layout,Bangalore"	South Indian	100	50	3.1	12	1	30
ID4365	"FTI College, Law College Road, Pune"	Desserts	100	50	4.6	400	189	45
ID3233	"Laxman Vihar Industrial Area, Sector 3A, Gurgoan"	"North Indian, Chinese"	500	50	3.9	166	69	65
ID18	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Pizza, Italian, Beverages"	350	50	4.3	497	287	30
ID7959	"Sector 1, Noida"	North Indian	200	99	3.4	37	14	30
ID7091	"Mico Layout, Stage 2, BTM Layout,Bangalore"	North Indian	100	50	2.9	307	62	45
ID958	"Delhi Administration Flats, Timarpur"	"Beverages, Ice Cream"	150	50	3.5	8	3	30
ID4784	"Mico Layout, Stage 2, BTM Layout,Bangalore"	Fast Food	100	0	3.4	8	2	30
ID8512	"MG Road, Pune"	American	300	50	3.8	20	13	30
ID1371	"Nathan Road, Mangaldas Road, Pune"	"Bakery, Desserts"	200	50	3.4	57	13	65
ID2706	"Gora Bazar, Rajbari, North Dumdum, Kolkata"	"Fast Food, Chinese, BBQ"	150	50	3.5	43	11	30
ID635	"Tiretti, Kolkata"	Mishti	50	99	4.4	1512	579	45
ID2076	"Babarpur, New Delhi, Delhi"	North Indian	200	50	2.8	7	3	30
ID1902	"DBlock, Sector 63, Noida"	"Chinese, Thai"	450	50	3.6	119	47	65
ID8173	"Sandhurst Road, Mumbai CST Area"	"North Indian, Chinese, South Indian, Fast Food"	250	50	3.7	189	84	45
ID4855	Delhi UniversityGTB Nagar	North Indian	150	50	3.4	43	11	30
ID912	"Yerawada, Pune, Maharashtra"	Biryani	150	50	3.4	18	14	30
ID6330	Delhi UniversityGTB Nagar	Pizza	150	50	3.3	32	1	30
ID3556	"Hyderabad Public School, Begumpet"	South Indian	100	50	3.7			30
ID2321	"Sector 1, Noida"	"North Indian, Chinese, Mughlai, Kebab"	750	99	4.2	580	455	45
ID5290	"Rmz Centennial, I Gate, Whitefield"	"Fast Food, Rolls"	100	50				30
ID6136	"Sector 1, Noida"	"Raw Meats, North Indian, Fast Food"	200	50	3.6	60	31	30
ID773	"Sandhurst Road, Mumbai CST Area"	"Fast Food, Chinese"	100	50	3.1	6	2	30
ID3970	"Sector 1, Noida"	"Burger, Fast Food"	200	50	2.7	564	131	45
ID2718	"MG Road, Pune"	"North Indian, Chinese, Seafood"	500	50	3.1	46	32	30
ID4790	Delhi UniversityGTB Nagar	"North Indian, Continental, Chinese, Italian, Lebanese, Momos"	400	50	3.9	793	513	45
ID250	"Sector 1, Noida"	"Italian, Fast Food"	200	50	3.1	19	8	30
ID1415	"Sector 1, Noida"	"Burger, Fast Food"	200	99	4.0	1155	845	65
ID6415	"Laxman Vihar Industrial Area, Sector 3A, Gurgoan"	"Salad, Rolls, Fast Food"	200	50	3.7	71	22	45
ID1140	Delhi Cantt.	"American, Fast Food"	200	50	3.9	570	127	45
ID3990	"Sector 14, Noida"	"North Indian, Mughlai"	150	50	2.8	38	12	65
ID7554	"Sandhurst Road, Mumbai CST Area"	"Mughlai, Biryani, Afghan"	400	50	3.4	23	12	30
ID7295	"Musi Nagar, Malakpet, Hyderabad"	"Bakery, Desserts, Ice Cream"	150	50	3.9	76	22	45
ID3812	"Sector 3, Marathalli"	Lebanese	150	50				30
ID4403	"Sector 1, Noida"	"North Indian, Chinese"	150	99	3.9	261	109	30
ID1644	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Biryani, North Indian, Fast Food, Chinese"	200	50	3.5	41	18	30
ID8091	"DBlock, Sector 63, Noida"	"Cafe, Italian, Chinese, Desserts"	400	50	4.0	1398	906	45
ID7801	"Nathan Road, Mangaldas Road, Pune"	"Burger, Pizza, Fast Food"	200	0	3.3			30
ID3474	"Sector 14, Noida"	"Fast Food, North Indian, Rolls, Chinese, Momos, Mughlai"	200	50	3.9	562	294	65
ID89	"Sector 1, Noida"	"Biryani, North Indian"	150	50	3.1	4	1	30
ID3056	"Mico Layout, Stage 2, BTM Layout,Bangalore"	Gujarati	100	50	3.8	35	11	30
ID2341	Pune University	"Chinese, Seafood"	300	50	3.3	81	11	45
ID8087	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese"	600	99	4.2	3782	1948	30
ID4360	"Nathan Road, Mangaldas Road, Pune"	"Italian, Mexican, Pizza, Salad, Beverages"	600	50	4.2	1114	453	45
ID8363	Delhi UniversityGTB Nagar	Street Food	100	50	3.3	11	2	30
ID6444	"Rmz Centennial, I Gate, Whitefield"	"Street Food, Fast Food"	100	50	3.8	280	76	45
ID6237	Delhi Cantt.	Rolls	100	50	3.2	10		30
ID1877	"Rmz Centennial, I Gate, Whitefield"	"Ice Cream, Desserts"	150	50	4.5	1118	465	30
ID2946	"Chandni Chowk, Kolkata"	"Street Food, Chinese, North Indian, Fast Food"	200	50	3.8	262	143	45
ID6832	"Tiretti, Kolkata"	Mishti	150	50				30
ID5538	"Yerawada, Pune, Maharashtra"	"North Indian, Beverages"	100	0				30
ID6218	"Yerawada, Pune, Maharashtra"	"Rolls, Fast Food"	150	50	4.5	425	258	45
ID2763	"Yerawada, Pune, Maharashtra"	"Salad, Sandwich, Momos, Wraps, Beverages"	200	50	3.0	5	2	30
ID5765	Delhi UniversityGTB Nagar	"North Indian, Fast Food, Beverages"	200	50	3.4	22	3	30
ID5996	"FTI College, Law College Road, Pune"	"Seafood, North Indian, Chinese, Thai"	400	50	3.8	203	107	30
ID6058	"MG Road, Pune"	Bakery	100	50	3.2	45	11	30
ID4673	"Hyderabad Public School, Begumpet"	"South Indian, North Indian, Chinese, Beverages"	200	50	2.5	71	34	45
ID6200	Delhi UniversityGTB Nagar	"North Indian, Chinese, Rolls"	200	50	3.6	75	31	30
ID1608	"Delhi Administration Flats, Timarpur"	"North Indian, Chinese, Fast Food"	200	50	3.8	88	25	30
ID5554	"Musi Nagar, Malakpet, Hyderabad"	North Indian	100	99	3.5	266	25	65
ID2537	"Babarpur, New Delhi, Delhi"	North Indian	200	50				30
ID699	"Dockyard Road, Mumbai CST Area"	"Biryani, Chinese, Fast Food, Beverages, North Indian, Mughlai, Seafood"	350	50	3.7	269	127	45
ID2721	"FTI College, Law College Road, Pune"	"Fast Food, Biryani"	200	50	3.3	11	7	30
ID549	"Sector 14, Noida"	"North Indian, Chinese, Pizza, Rolls, Bakery, Beverages, Mithai"	150	50	3.6	348	139	45
ID1770	"Sector 1, Noida"	"Mithai, Fast Food"	100	99	3.0	60	9	45
ID4129	"Babarpur, New Delhi, Delhi"	North Indian	150	50	NEW			30
ID4954	"FTI College, Law College Road, Pune"	"North Indian, Street Food"	200	50	3.2	125	42	30
ID2593	"Sector 1, Noida"	Bakery	200	50	3.0	49	23	30
ID275	"DBlock, Sector 63, Noida"	"North Indian, Mughlai"	250	50	3.3	14	5	30
ID6915	Majestic	"European, Italian, American, Salad"	650	50	4.6	2858	1673	30
ID7229	"Delhi Administration Flats, Timarpur"	"Healthy Food, Fast Food"	150	50	3.5	49	9	45
ID1170	Delhi UniversityGTB Nagar	"Italian, Continental"	400	99	3.4	130	55	45
ID6392	"FTI College, Law College Road, Pune"	"North Indian, Chinese, Goan"	150	50	NEW			30
ID2402	Majestic	"Healthy Food, North Indian, Biryani, Continental, Beverages"	200	50	4.2	476	105	30
ID5446	Mumbai Central	Desserts	100	50	3.3	19	4	30
ID6795	"Laxman Vihar Industrial Area, Sector 3A, Gurgoan"	"Mithai, Street Food"	100	50	3.2	9	3	30
ID6649	"Delhi High Court, India Gate"	Chinese	150	50	3.6	48	20	30
ID4428	"DBlock, Sector 63, Noida"	North Indian	100	50	3.6	221	76	45
ID2743	"Nathan Road, Mangaldas Road, Pune"	"North Indian, Chinese"	350	50	3.6	124	56	45
ID4329	"Laxman Vihar Industrial Area, Sector 3A, Gurgoan"	North Indian	150	50	3.2	6	2	45
ID847	"Hyderabad Public School, Begumpet"	"North Indian, Street Food, South Indian, Mithai"	300	99	4.2	3021	1174	65
ID6080	Majestic	"Rajasthani, North Indian"	600	50	4.3	860	484	65
ID1588	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Pizza, Italian"	300	50	4.0	338	152	30
ID7260	"Tiretti, Kolkata"	"North Indian, Mughlai"	150	50	2.8	7	3	30
ID983	"MG Road, Pune"	Chinese	100	50				30
ID2853	"Tiretti, Kolkata"	"Mishti, Street Food, South Indian"	100	50	3.5	77	35	30
ID1092	"Sector 1, Noida"	"North Indian, Chinese, Rolls, Desserts, Biryani"	200	50	3.3	68	35	65
ID291	"Babarpur, New Delhi, Delhi"	Fast Food	150	50	3.5	22	7	30
ID4215	"Sector 3, Marathalli"	"Fast Food, Chinese, North Indian"	150	50				30
ID8515	"DBlock, Sector 63, Noida"	"Chinese, Rolls, Wraps"	150	50	3.5	17	5	30
ID2348	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Italian, Continental, Fast Food"	250	50	4.1	87	48	30
ID6952	"Sector 1, Noida"	"Pizza, Salad, Burger, Sandwich, Lebanese, Italian"	150	50	4.4	315	248	30
ID6425	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Continental, Finger Food, Seafood, Pizza"	500	50	4.0	588	236	65
ID653	"Sector 63A,Gurgaon"	"Bengali, North Indian"	400	50	4.0	381	204	45
ID5879	"Sector 14, Noida"	"North Indian, Mughlai, Kebab"	900	450	4.2	1262	758	65
ID596	"Laxman Vihar Industrial Area, Sector 3A, Gurgoan"	"Bakery, Desserts, Fast Food"	250	99	3.8	27	23	120
ID4016	"FTI College, Law College Road, Pune"	"Ice Cream, Desserts"	100	50	3.6	60	30	30
ID3023	"Delhi High Court, India Gate"	"North Indian, Italian, Continental"	200	50	3.0	4		30
ID7285	"Mico Layout, Stage 2, BTM Layout,Bangalore"	"Andhra, North Indian, Chinese"	300	50	3.6	173	85	65
ID5429	"DBlock, Sector 63, Noida"	"Chinese, Momos"	250	50	NEW			30
ID6261	"Sector 14, Noida"	"North Indian, Chinese, Rolls, Momos"	150	50	4.1	318	235	65
ID825	"Sector 14, Noida"	"Chinese, Sushi, Thai, PokŽ, Asian"	400	50	4.1	51	38	30
ID3495	"DBlock, Sector 63, Noida"	Fast Food	100	50	4.0	394	207	45
ID7548	Majestic	Paan	150	50	3.9	22	13	30
ID4886	Pune University	Fast Food	200	50				30
ID2483	Pune University	"Wraps, North Indian, Biryani, Fast Food"	250	50	4.0	170	62	65
ID345	"Babarpur, New Delhi, Delhi"	North Indian	50	50	NEW			30
ID5121	Pune University	North Indian	150	50	3.0	6	1	30
ID5506	"FTI College, Law College Road, Pune"	Street Food	100	50	3.9	143	33	45
ID4147	"DBlock, Sector 63, Noida"	"North Indian, Chinese, South Indian"	200	50	3.1	7		30
ID7271	"Chatta Bazaar, Malakpet, Hyderabad"	South Indian	50	50	3.1	98	10	30
ID8328	"FTI College, Law College Road, Pune"	Fast Food	200	50	3.9	391	159	30
ID1769	"Babarpur, New Delhi, Delhi"	Street Food	50	50	3.5	23	5	30
ID5652	"Sector 14, Noida"	"North Indian, Mughlai, Kebab"	550	99	3.7	1072	609	45
ID1233	"MG Road, Pune"	"North Indian, Fast Food"	200	50	4.0	109	
